artist,title,popularity,key
Gwen Stefani,Spark the Fire,1166,A Major
Lady Gaga,A‐YO,1163,A Major
The Offspring,Race Against Myself,1161,A Major
Djavan,Sina,1161,A Major
The Meters,Just Kissed My Baby,1160,A Major
Dwight Yoakam,It Only Hurts When I Cry,1160,A Major
The Clash,(White Man) In Hammersmith Palais,1160,A Major
Lady Gaga,Government Hooker,1153,A Major
Young Guns,Bones,1152,A Major
George Winston,"Loreta and Desireé’s Bouquet, Part 2",1150,A Major
Arctic Monkeys,Red Light Indicates Doors Are Secured,1150,A Major
Hillsong United,Touch the Sky,1148,A Major
Collective Soul,When the Water Falls,1147,A Major
Angels & Airwaves,Valkyrie Missile,1145,A Major
Countdown Mix Masters,Get Up and Boogie,1144,A Major
Evanescence,Thoughtless,1143,A Major
Brain Failure,Coming Down To Beijing,1143,A Major
Falling Up,"Goddess of the Dayspring, Am I",1141,A Major
will.i.am,That Power,1140,A Major
DJ Cassidy,Calling All Hearts,1139,A Major
Powerman 5000,When Worlds Collide,1139,A Major
James Taylor,Have Yourself a Merry Little Christmas,1136,A Major
Carole King,Home Again,1135,A Major
Backstreet Boys,If You Want to Be Good Girl (Get Yourself a Bad Boy),1134,A Major
George Winston,Colors-Dance,1133,A Major
Nick Carter,Help Me,1133,A Major
Vertical Horizon,Echo,1131,A Major
Airbourne,Blackjack,1130,A Major
Toby Keith,Stays in Mexico,1130,A Major
Ramones,Blitzkrieg Bop,1129,A Major
Backstreet Boys,You Wrote the Book on Love,1125,A Major
Nelly,Hey Porsche,1121,A Major
Foo Fighters,Resolve,1120,A Major
Pennywise,Rise Up,1118,A Major
Andy Grammer,"Honey, I'm Good",1116,A Major
Naomi Scott,Speechless,1115,A Major
Countdown Dance Masters,I Want It That Way,1114,A Major
Muddy Waters,Louisiana Blues,1114,A Major
Norman Greenbaum,Spirit in the Sky,1112,A Major
Andy Gibb,(Love Is) Thicker Than Water,1109,A Major
John Parr,St. Elmo's Fire (Man in Motion),1107,A Major
Dream Theater,"Build Me Up, Break Me Down (instrumental)",1106,A Major
Rage Against the Machine,Bombtrack,1105,A Major
Gipsy Kings,Un Amor,1105,A Major
Ariana Grande,Side to Side,1105,A Major
Breathe,How Can I Fall,1104,A Major
Prince,7,1103,A Major
In This Moment,Whore,1103,A Major
Andrew W.K.,I Want Your Face,1100,A Major
Elite Force,Call It Brisco (And Why Not?),1099,A Major
Jessica Simpson,I Think I'm in Love With You,1098,A Major
Fall Out Boy,I Don't Care,1096,A Major
Eric Clapton,Lay Down Sally,1094,A Major
Miley Cyrus,Dooo It!,1093,A Major
Antony Santos,El Colin,1092,A Major
Lee Hi,"1,2,3,4",1090,A Major
Metallica,Dyers Eve,1090,A Major
Pearl Jam,World Wide Suicide,1089,A Major
An Endless Sporadic,Impulse,1087,A Major
Fleetwood Mac,Don't Let Me Down Again,1085,A Major
Bayside,Megan (feat. Josh Caterer),1084,A Major
The Beatles,Words of Love,1082,A Major
Black Sabbath,Hole in the Sky,1082,A Major
Nirvana,Drain You,1082,A Major
The Band,Up on Cripple Creek,1081,A Major
Lady Gaga,The Queen,1079,A Major
Falling Up,Goodnight Gravity,1079,A Major
The Clash,White Riot,1078,A Major
Bush,Superman,1077,A Major
Secondhand Serenade,Pretend,1076,A Major
Cheap Trick,I Want You to Want Me (live),1074,A Major
Neil Diamond,Crunchy Granola Suite,1072,A Major
Thomas Hastings,Rock of Ages,1072,A Major
Journey,Just the Same Way,1071,A Major
"Peter, Paul & Mary",Blowing in the Wind,1070,A Major
The Hives,Fall Is Just Something Grown-Ups Invented,1070,A Major
The Crystal Method,Born Too Slow,1070,A Major
Bad Company,Shooting Star,1068,A Major
Jeff Beck,Hot Rod Honeymoon,1068,A Major
Tommy Guerrero,Organism,1067,A Major
Gipsy Kings,Moorea,1067,A Major
Yuck,Get Away,1066,A Major
The Prodigy,First Warning,1066,A Major
Trophy Scars,Darkness,1062,A Major
Andrew W.K.,Got to Do It,1061,A Major
Stone Temple Pilots,Days of the Week,1061,A Major
Jim Cuddy,Pull Me Through,1059,A Major
The Moody Blues,And the Tide Rushes In,1058,A Major
I Prevail,Alone,1058,A Major
Godsmack,Time,1058,A Major
Pearl Jam,Unemployable,1058,A Major
Brad Paisley,Letter to Me,1058,A Major
Nu,San Francisco,1058,A Major
The Clash,Career Opportunities,1057,A Major
Jason Derulo,Ridin’ Solo,1054,A Major
Super Junior,"SORRY, SORRY",1052,A Major
Backstreet Boys,I Promise You (With Everything I Am),1051,A Major
Foo Fighters,The Last Song,1051,A Major
From First to Last,Populace in Two,1050,A Major
Wiz Khalifa,King of Everything,1049,A Major
Paris Hilton,Stars Are Blind,1048,A Major
Foo Fighters,Hell,1047,A Major
Streetlight Manifesto,Point-Counterpoint,1046,A Major
Burning Brides,Heart Full of Black,1045,A Major
Avicii,I Could Be the One,1044,A Major
Andrew W.K.,Not Going To Bed,1042,A Major
Cirrus,Break In,1042,A Major
Luke Bryan,Drunk on You,1039,A Major
George Winston,Fragrant Fields,1039,A Major
Trophy Scars,Bad Winter,1038,A Major
Plushgun,A Crush to Pass the Time,1038,A Major
Trans‐Siberian Orchestra,Christmas Canon Rock,1033,A Major
Darlene Zschech,Shout to the Lord,1033,A Major
The Beatles,I'm So Tired,1032,A Major
Niccolò Paganini,24 Caprices Op. 1: No. 21 in A major,1032,A Major
Lords of Acid,The Crablouse,1031,A Major
Alice in Chains,Hung on a Hook,1029,A Major
Pearl Jam,Gone,1027,A Major
NOFX,60%,1027,A Major
Rae Sremmurd,Throw Sum Mo,1025,A Major
Pearl Jam,Army Reserve,1023,A Major
3 Doors Down,Loser,1021,A Major
tobyMac,Speak Life,1020,A Major
Seether,Got It Made,1018,A Major
Johnny Cash,A Boy Named Sue,1016,A Major
Gucci Mane,I Move Chickens,1015,A Major
Professor Longhair,Between the Night and Day,1015,A Major
Lynyrd Skynyrd,I Know A Little,1013,A Major
The Moody Blues,Sun Is Still Shining,1013,A Major
Rich Mullins,Awesome God,1012,A Major
Aphex Twin,Stone in Focus,1011,A Major
"Crosby, Stills & Nash",Our House,1008,A Major
Shop Boyz,Party Like a Rockstar (instrumental),1005,A Major
Hombres G,Si no te tengo a ti,1004,A Major
"Crosby, Stills & Nash",Suite: Judy Blue Eyes,999,A Major
Shop Boyz,Party Like a Rockstar,993,A Major
Bob Dylan,Visions of Johanna,992,A Major
The Band,The Weight,992,A Major
Deftones,Romantic Dreams,991,A Major
Bon Jovi,Keep the Faith (live),991,A Major
Mindless Self Indulgence,Never Wanted to Dance (Combichrist Electro Hurtz mix),987,A Major
Bob Dylan,Pledging My Time,987,A Major
Blind Faith,Sea of Joy,986,A Major
Death Cab for Cutie,Cath...,984,A Major
Angels & Airwaves,Do It for Me Now,984,A Major
Paul McCartney,With a Little Luck,984,A Major
Metallica,Escape,978,A Major
Guns N’ Roses,Out Ta Get Me,977,A Major
Blue Öyster Cult,Godzilla,977,A Major
Theory of a Deadman,Blow,976,A Major
Rodney Atkins,If You're Going Through Hell (Before the Devil Even Knows),975,A Major
Metric,IOU,973,A Major
Staind,Wannabe,972,A Major
Limp Bizkit,Counterfeit,971,A Major
Bob Dylan,"Mama, You Been on My Mind",971,A Major
Metallica,Lords of Summer,968,A Major
Finger Eleven,Stay in Shadow,963,A Major
Hole,Celebrity Skin,960,A Major
Dwight Yoakam,Little Ways,957,A Major
Nirvana,Territorial Pissings,954,A Major
Gipsy Kings,Vamos a bailar (live),953,A Major
Grateful Dead,Black Muddy River,953,A Major
George Winston,Hummingbird,953,A Major
Rihanna,Pon de Replay,952,A Major
Citizen Way,How Sweet The Sound,950,A Major
Dustin Kensrue,It's Not Enough,950,A Major
Seether,Cigarettes,949,A Major
Locksley,Don't Make Me Wait,949,A Major
Wolfgang Amadeus Mozart,Rondo Alla Turca (Turkish Rondo),947,A Major
The Crystal Method,Born Too Slow (Deepsky Green Absinthe mix),946,A Major
Matchbox Twenty,If You’re Gone,946,A Major
Dwight Yoakam,Streets of Bakersfield (feat. Buck Owens),946,A Major
Groove Armada,Lovebox,942,A Major
The Moody Blues,Lovely to See You,942,A Major
WC,West Coast Voodoo,938,A Major
The Beatles,One After 909,935,A Major
Guns N’ Roses,Get in the Ring,934,A Major
Jorge Drexler,Todo se transforma,933,A Major
The Verve,Bittersweet Symphony,928,A Major
Arctic Monkeys,Perhaps Vampires Is a Bit Strong But...,924,A Major
"Crosby, Stills & Nash",Just A Song Before I Go,923,A Major
Yes,Every Little Thing,921,A Major
Bob Dylan,She Belongs to Me,920,A Major
Nicole C. Mullen,Redeemer,915,A Major
Linkin Park,Heavy,914,A Major
Gipsy Kings,Medley (Bamboleo - Volare - Djobi Djoba - Pida Me La - Baila Me),913,A Major
Toby Keith,Who's Your Daddy?,912,A Major
Emily Osment,I Hate the Homecoming Queen,911,A Major
Trey Songz,SmartPhones,910,A Major
Collective Soul,Listen,909,A Major
The Moody Blues,English Sunset,909,A Major
Muddy Waters,Sugar Sweet,907,A Major
Lenny Kravitz,Again,906,A Major
Morrissey,Suedehead,900,A Major
R.E.M.,Begin the Begin,900,A Major
Redlight,36,898,A Major
Paulina Rubio,Don’t Say Goodbye,897,A Major
Limp Bizkit,Stalemate,897,A Major
World Party,It Is Time,896,A Major
John Anderson,Straight Tequila Night,894,A Major
Manika,I Might Go Lesbian,891,A Major
G.J. Lunghi,Acapulco Nights,890,A Major
Gipsy Kings,Galaxia,890,A Major
The Waitresses,Christmas Wrapping,888,A Major
George Benson,Moody’s Mood,887,A Major
Johnny Cash,You Are My Sunshine,884,A Major
Vineyard Music,Breathe,881,A Major
Bon Jovi,Never Say Goodbye,874,A Major
Eighteen Visions,I Let Go,873,A Major
Britt Nicole,When She Cries,869,A Major
Crowbar,Planets Collide,864,A Major
Seether,Fine Again (acoustic),861,A Major
Seether,Burn the Bridges (demo),857,A Major
Gipsy,Moorea,856,A Major
Hole,Malibu,854,A Major
Bob Marley & The Wailers,I Shot the Sheriff (Live),853,A Major
"Crosby, Stills, Nash & Young",Suite: Judy Blue Eyes,851,A Major
Sum 41,Nothing on My Back,850,A Major
KISS,Domino,847,A Major
The Pinker Tones,In Pea We Nuts,846,A Major
Sean Kingston,Beautiful Girls,843,A Major
John Lennon,Oh My Love,840,A Major
Lauv,I Like Me Better,839,A Major
ZZ Top,Rough Boy,837,A Major
Minutemen,Anxious Mo‐Fo,834,A Major
Carrie Underwood,All‐American Girl,833,A Major
Benny Benassi,Cinema (Skrillex remix),829,A Major
Hootie & the Blowfish,The Rain Song,826,A Major
Aretha Franklin,Amazing Grace,825,A Major
R.E.M.,Get Up,822,A Major
Hailee Steinfeld,Most Girls,821,A Major
David Guetta,The World Is Mine,819,A Major
Mindless Faith,Singular,819,A Major
Hootie & the Blowfish,Space,815,A Major
Lostprophets,Ride,811,A Major
Britney Spears,Gimme More,811,A Major
Weezer,Photograph,810,A Major
Guns N’ Roses,Live and Let Die,807,A Major
The Rolling Stones,Some Girls,805,A Major
La Mafia,Sabor a fiesta,805,A Major
Olivia Newton‐John,The Long and Winding Road,800,A Major
The Vandals,An Idea for a Movie,799,A Major
Bob Dylan,Leopard‐Skin Pill‐Box Hat,791,A Major
Jaci Velásquez,On My Knees,791,A Major
Norah Jones,The Sun Doesn’t Like You,791,A Major
Benny Benassi,Cinema,790,A Major
a‐ha,Take On Me,789,A Major
Elvis Presley,A Little Less Conversation,788,A Major
Skrillex,Kyoto,788,A Major
Olivia Newton‐John,Small Talk and Pride,786,A Major
Oasis,It's Getting Better (Man!!),786,A Major
Rihanna,Don't Stop the Music (instrumental),786,A Major
Norah Jones,Rosie’s Lullaby,783,A Major
Madonna,American Life,781,A Major
The Waitresses,Christmas Wrapping (long version),781,A Major
Kirk Whalum,That’s Alright,779,A Major
Tom Jones,I’m Alive,778,A Major
Lorde,Green Light,774,A Major
Agent Orange,Bloodstains,773,A Major
The Peter Malick Group,Strange Transmissions,772,A Major
The Waitresses,Christmas Wrapping (single edit),767,A Major
Rihanna,Pon de Replay (instrumental),767,A Major
Shadowfax,Brown Rice-Karmapa Chenno,767,A Major
Lil Wayne,John,765,A Major
Cream,Strange Brew,764,A Major
CamelPhat,Cola,763,A Major
James Blunt,1973,763,A Major
La Mafia,Contigo,762,A Major
Wings,Jet,760,A Major
Marilyn Manson,Rock Is Dead,759,A Major
Bastille,Pompeii (Kat Krazy remix),757,A Major
La Mafia,Nuevo amanecer,752,A Major
Megadeth,Take No Prisoners,752,A Major
Avicii,I Could Be the One (instrumental mix),750,A Major
Beyoncé,I Was Here,749,A Major
The Kingsmen,Louie Louie,744,A Major
Kaiser Chiefs,Team Mate,740,A Major
Foo Fighters,Back & Forth,739,A Major
The Damned,Neat Neat Neat,738,A Major
Galantis,No Money,736,A Major
Pixies,Broken Face,733,A Major
Bassnectar,Empathy,733,A Major
Lostprophets,To Hell We Ride,732,A Major
Megadeth,À tout le monde (Set Me Free),732,A Major
The Beach Boys,Surfin' Safari,731,A Major
The Fearless Four,Rockin’ It,729,A Major
Lil Jon & The East Side Boyz,Let's Go (remix),725,A Major
Pearl Jam,Rearviewmirror,724,A Major
Warren Zevon,"Lawyers, Guns and Money",721,A Major
Blues Traveler,Hook,719,A Major
Grateful Dead,Black Muddy River (studio rehearsal),717,A Major
gnash,"I Hate You, I Love You",717,A Major
k.d. lang,My Last Cigarette,712,A Major
Electric Six,Danger! High Voltage,710,A Major
Seether,Let Me Heal,709,A Major
Porter Robinson,Language,706,A Major
The Monkees,Porpoise Song (Theme From “Head”),704,A Major
Al Jarreau,High Crime,703,A Major
Everclear,So Much for the Afterglow,702,A Major
k.d. lang,Smoke Dreams,698,A Major
Two Door Cinema Club,Undercover Martyn,694,A Major
Bryan Adams,Run To You,694,A Major
The Police,"De Do Do Do, De Da Da Da",691,A Major
Feeder,Just a Day,691,A Major
Nothing More,Go to War,686,A Major
Matchbox Twenty,Bent,685,A Major
Hootie & the Blowfish,Fairweather Johnson,684,A Major
Future,I Won,684,A Major
Al Jarreau,Tell Me,681,A Major
Christina Aguilera,Ain't No Other Man,681,A Major
Naomi Scott,Speechless (Part 2),680,A Major
Paula Cole,Where Have All the Cowboys Gone?,677,A Major
Death Cab for Cutie,No Sunlight,677,A Major
Jane’s Addiction,Ultimate Reason,675,A Major
Mary Chapin Carpenter,Down at the Twist and Shout,674,A Major
The Undertones,Here Comes the Summer,672,A Major
The Undertones,Here Comes the Summer (single version),672,A Major
George Winston,’ike Ia Ladana (Queen’s Jubilee),670,A Major
k.d. lang,The Joker,670,A Major
George Winston,’ike Ia Ladana (Queen’s Jubilee),670,A Major
Led Zeppelin,Black Dog (live),669,A Major
Shawn Mendes,Lights On,669,A Major
Dr. Hook,Cover of the Rolling Stone,667,A Major
Warren Zevon,I Need a Truck (outtake),663,A Major
Madonna,I’m So Stupid,659,A Major
Coldplay,In My Place,657,A Major
“Weird Al” Yankovic,Buy Me a Condo,656,A Major
The Who,The Acid Queen,653,A Major
Naomi Scott,Speechless (full),652,A Major
Arctic Monkeys,Do Me a Favour,650,A Major
Kaiser Chiefs,Retirement,650,A Major
Bruce Springsteen,Devil’s Arcade,650,A Major
Hootie & the Blowfish,Honeyscrew,649,A Major
John Lennon,Here We Go Again,649,A Major
Car Seat Headrest,Drunk Drivers-Killer Whales,647,A Major
The Rolling Stones,Just My Imagination,647,A Major
Aphex Twin,Polynomial-C,643,A Major
Beth Orton,Touch Me with Your Love,641,A Major
Robert Palmer,Addicted to Love,640,A Major
Cream,Crossroads (live),639,A Major
Paul Desmond,Take Five,638,A Major
The Byrds,All I Really Want to Do,637,A Major
Evanescence,My Immortal (acoustic),637,A Major
Sheryl Crow,Shine Over Babylon,637,A Major
Gotthard,Firedance,636,A Major
Temples,Mesmerise,634,A Major
Patty Smyth,Goodbye to You,634,A Major
Alanis Morissette,Your House,633,A Major
Ken Laszlo,Red Man (12″ version),632,A Major
Krokus,Electric Man,630,A Major
Lady Gaga,Perfect Illusion,629,A Major
The Paul Butterfield Blues Band,Walkin' Blues,628,A Major
The Royal Guardsmen,Battle of New Orleans,625,A Major
Ian & Sylvia,Mary Anne,625,A Major
War,Whose Cadillac Is That?,625,A Major
Disturbed,Are You Ready,625,A Major
Megadeth,This Day We Fight!,624,A Major
Sublime,Caress Me Down,624,A Major
The Doors,Love Me Two Times,624,A Major
Paramore,Emergency,621,A Major
Greta Van Fleet,Safari Song,620,A Major
Richard Harris,MacArthur Park,618,A Major
Indigo Girls,Least Complicated,618,A Major
Eagles,Out of Control,617,A Major
The Explosion,No Revolution,616,A Major
Matchbox Twenty,Angry,616,A Major
Alanis Morissette,You Oughta Know (The Jimmy the Saint Blend),615,A Major
The Blind Boys of Alabama,Spirit in the Sky,614,A Major
Jeff Bradshaw,In da Club,614,A Major
Miley Cyrus,BB Talk,612,A Major
Accept,Up to the Limit (live),611,A Major
Joni Mitchell,Songs to Aging Children Come,611,A Major
Paramore,Brighter,611,A Major
Elysion,Killing My Dreams,609,A Major
Minutemen,Jesus and Tequila,609,A Major
Modern Talking,Angie’s Heart,605,A Major
Linkin Park,Halfway Right,602,A Major
Black Veil Brides,Fallen Angels,600,A Major
Kenny Loggins,Doin' It Right,600,A Major
Black Veil Brides,Fallen Angels,600,A Major
The Smashing Pumpkins,The Celestials,597,A Major
Garth Brooks,Friends in Low Places,596,A Major
Asia,I Will Remember You,595,A Major
Wish Key,Last Summer,594,A Major
Bruce Springsteen,Radio Nowhere,594,A Major
Ramones,Surfin' Bird,594,A Major
Indigo Girls,Closer to Fine,594,A Major
George Benson,Moody's Mood,593,A Major
They Might Be Giants,The Guitar (The Lion Sleeps Tonight),592,A Major
Ben E. King,Stand by Me: Stand by Me,592,A Major
Lindsey Stirling,My Immortal,592,A Major
Car Seat Headrest,Fill in the Blank,592,A Major
Focus,Black Beauty,591,A Major
Lindsey Stirling,Electric Daisy Violin,591,A Major
Sheryl Crow,Diamond Ring,590,A Major
Nate Harasim,92101,589,A Major
Ricky Nelson,Hello Mary Lou,589,A Major
Blues Traveler,Love and Greed,588,A Major
John Lee Hooker,Hobo Blues,588,A Major
3rd Force,Echoes of a Dream,587,A Major
Childhood,Solemn Skies,586,A Major
Indigo Girls,Shame on You,586,A Major
Lindsey Stirling,Prism,585,A Major
Cheap Trick,The House Is Rockin' (with Domestic Problems) (live),584,A Major
Alanis Morissette,You Oughtta Know,584,A Major
Franz Ferdinand,Live Alone,582,A Major
Indigo Girls,Get Out the Map,582,A Major
Antonio Vivaldi,Concerto for Guitar & String Orchestra in A major: II. Larghetto,581,A Major
U2,Stand Up Comedy,581,A Major
Antonio Vivaldi,Concerto for Guitar & String Orchestra in A major: I. Allegro non molto,580,A Major
Foo Fighters,La Dee Da,580,A Major
Death Grips,Artificial Death in the West,580,A Major
Yellow Ostrich,Stay at Home,579,A Major
P.M. Dawn,The Ways of the Wind (Main 7″ edit),578,A Major
Climax Blues Band,Crazy 'Bout My Baby,578,A Major
Baths,Maximalist,577,A Major
Aaron Neville,It Came Upon a Midnight Clear,577,A Major
John Tesh,The Coventry Carol,577,A Major
Blues Traveler,Whoops,576,A Major
Toby Keith,Country Comes to Town,576,A Major
John Mellencamp,Human Wheels,576,A Major
Asia,Heroine,575,A Major
Cheap Trick,I Want You to Want Me (early version),574,A Major
The Who,Amazing Journey,574,A Major
Nickelback,Song on Fire,573,A Major
Aaron Carter,That's How I Beat Shaq,573,A Major
David Wise,Jib Jig,573,A Major
Arctic Monkeys,Do Me a Favour (clean version),572,A Major
The Shins,Phantom Limb,571,A Major
The Shins,Girl Sailor,571,A Major
Cheap Trick,Writing on the Wall,571,A Major
Oh Sees,I Come From the Mountain,571,A Major
Rednex,Old Pop in an Oak,571,A Major
Indigo Girls,Leaving,571,A Major
Norah Jones,Painter Song,570,A Major
Juicy J,Bandz a Make Her Dance,569,A Major
Barenaked Ladies,"If I Had $1,000,000",569,A Major
Big Walter Horton,Hard Hearted Woman,569,A Major
Led Zeppelin,Whole Lotta Love (live),569,A Major
The Who,I'm a Boy,569,A Major
Adam Sandler,Ode to My Car,568,A Major
Tom Jones,What's New Pussycat?,568,A Major
Norah Jones,Nightingale,568,A Major
With Confidence,Here For Nothing,567,A Major
Felix Mendelssohn,Frühlingslied,567,A Major
The Kingsmen,Wild Thing,567,A Major
Porter Robinson,Fresh Static Snow,566,A Major
Jars of Clay,Hiding Place,565,A Major
Led Zeppelin,Heartbreaker (live),565,A Major
Harry Chapin,Saturday Morning,564,A Major
Ken Laszlo,Don't Cry,564,A Major
Drake,Final Fantasy,563,A Major
Indigo Girls,Go,563,A Major
Manowar,Heart of Steel,562,A Major
Casey Abrams,Simple Life,561,A Major
Five Finger Death Punch,Wicked Ways,560,A Major
John Mellencamp,Baltimore Oriole,560,A Major
Billy Ocean,Loverboy,560,A Major
Alanis Morissette,You Oughta Know (The Jimmy the Saint Blend clean version),558,A Major
